Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,Baymont by Wyndham St. Ignace Lakefront,1131 N State St,,St. Ignace,MI,49781,,906-643-8411,E,,Public,24 hours daily; for customer use only,,,,,,2,,,Non-Networked,,GPS,45.888982,-84.726071,2025-05-12,183596,2026-02-02 23:16:24 UTC,P,,,2020-06-08,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Northern Michigan University - Northern Center,1401 Presque Isle Ave,,Marquette,MI,49855,,906-227-1476,E,,Public,24 hours daily; permit required,,,,,,1,,,Non-Networked,,GPS,46.55577,-87.400129,2023-06-12,183597,2025-07-11 19:48:13 UTC,P,,,2021-01-25,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Stateline Chevrolet Buick GMC,1531 W Adams St,,Iron River,MI,49935,,906-265-2200,E,,Public,Dealership business hours; GMC vehicles only,,,,,,1,,,Non-Networked,,GPS,46.091915,-88.655319,2025-07-03,183599,2026-02-02 23:16:24 UTC,P,,,2021-01-25,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Tim Witt Chevrolet,510 US-141,,Crivitz,WI,54114,,715-941-4207,E,,Public,Dealership business hours,,,,,,1,1,,Non-Networked,,GPS,45.219507,-87.996011,2025-11-13,183601,2026-02-02 23:16:24 UTC,P,,,2021-01-25,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,CAR_DEALER,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,The North Woods Distillery,135 W Main St,,Coleman,WI,54112,,920-819-6083,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,45.064977,-88.036105,2024-11-06,183602,2025-02-12 00:16:32 UTC,P,,,2021-01-25,,,,,J1772,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Marinette Welcome Center,1680 Bridge St,,Marinette,WI,54143,,715-732-4333,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,45.100715,-87.630175,2024-11-06,183603,2025-02-12 00:16:32 UTC,P,,,2021-01-25,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Succop Nature Park,185 W Airport Rd,,Butler,PA,16002,,724-586-2591,E,,Public,Dawn until dusk,,,,,,2,,,Non-Networked,,200-9,40.778418,-79.933025,2024-12-10,183786,2026-04-02 15:57:19 UTC,P,,,2019-04-10,,,,,J1772,US,,,,Public,,public,,,PARK,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Madden's on Gull Lake,11266 Pine Beach Peninsula,,Brainerd,MN,56401,,218-829-2811,E,,Public,24 hours daily; guest use only,,,,,,2,,,Non-Networked,,GPS,46.396243,-94.375186,2024-11-06,183788,2025-02-12 00:16:32 UTC,P,,,2019-07-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Mahana Solar,2963 VT Rt 30,,Dorset,VT,05251,,802-870-0964,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,43.250278,-73.093902,2025-08-12,183869,2026-02-02 23:16:24 UTC,P,,,2020-02-01,,,,,J1772,US,,,,Public,,public,,,STANDALONE_STATION,,,,,,,Free,,,,,,,,,SOLAR,false,,,,,,,,LD,false,
ELEC,Charli Charging,200 SW Market St,1 outside parking gate; 2 in parking gate,Portland,OR,97201,,971-288-6313,E,,Public,24 hours daily; parking fee,,,,,,3,,,EVMATCH,https://evmatch.com,200-9,45.511598,-122.678607,2024-06-13,183879,2025-12-22 19:40:02 UTC,P,,,2020-04-20,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,$2 per hour,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Publix #1701,250 Pine Lake Dr,,Ponte Vedra,FL,32081,,904-826-3356,E,,Public,Store business hours; customer use only while shopping at Publix,,,,,,2,,,Non-Networked,,GPS,30.110088,-81.41571,2024-12-10,184079,2025-02-12 00:16:32 UTC,P,,,2020-06-20,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,"Free, only while shopping in Publix",,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Publix #1702,2175 Sembler Dr,,Odessa,FL,33556,,813-926-3660,E,,Public,Store business hours; customer use only while shopping at Publix,,,,,,4,,,Non-Networked,,GPS,28.188673,-82.55116,2024-12-10,184080,2025-02-12 00:16:32 UTC,P,,,2020-06-18,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,"Free, only while shopping in Publix",,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Publix #1653,4900 W Kennedy Blvd,,Tampa,FL,33609,,813-281-0769,E,,Public,Store business hours; customer use only while shopping at Publix,,,,,,2,,,Non-Networked,,GPS,27.944344,-82.5267,2024-12-10,184081,2025-02-12 00:16:32 UTC,P,,,2020-10-31,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,"Free, only while shopping in Publix",,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Publix #1665,2223 8th Ave S,,Nashville,TN,37204,,615-279-9470,E,,Public,Store business hours; customer use only while shopping at Publix,,,,,,2,,,Non-Networked,,GPS,36.128822,-86.77856,2024-12-10,184083,2025-02-12 00:16:32 UTC,P,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,"Free, only while shopping in Publix",,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Publix #1588,3535 Ellwood Ave,,Richmond,VA,23221,,804-253-6372,E,,Public,Store business hours; customer use only while shopping at Publix,,,,,,2,,,Non-Networked,,GPS,37.5569,-77.48806,2024-12-10,184084,2025-02-12 00:16:32 UTC,P,,,2020-12-09,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,"Free, only while shopping in Publix",,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Two Rock Station,7616 Valley Ford Rd,,Petaluma,CA,94952,,505-847-6527,E,,Public,24 hours daily,,,,,,1,1,,Non-Networked,,200-9,38.266874,-122.793233,2025-05-12,184085,2026-02-02 23:16:24 UTC,P,,,2021-01-15,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,FIRE_STATION,,,,,,,Level 2 Free; DC Fast Charger $10 per hour,,,,,,,,,SOLAR,false,,,,,,,,MD,false,
ELEC,Campbell Union High School District - District Office,3235 Union Ave,,San Jose,CA,95124,,833-479-7359,E,,Public - Credit card at all times,Outside of school hours,D Debit M V,,,,,20,,,POWERFLEX,https://www.powerflex.com,GPS,37.265251,-121.931892,2025-05-12,184089,2026-03-04 16:44:56 UTC,LG,,,2018-12-31,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,SCHOOL,,,,,,,,,,,,,,,,SOLAR,false,,,,,,,,LD,false,
ELEC,Westmont High School,4805 Westmont Ave,,San Jose,CA,95008,,833-479-7359,E,,Public - Credit card at all times,Outside of school hours,D Debit M V,,,,,34,,,POWERFLEX,https://www.powerflex.com,GPS,37.2708793,-121.9879034,2025-05-12,184090,2026-03-04 16:44:56 UTC,LG,,,2020-12-31,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,SCHOOL,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Branham High School,1570 Branham Ln,,San Jose,CA,95118,,833-479-7359,E,,Public - Credit card at all times,Outside of school hours,D Debit M V,,,,,50,,,POWERFLEX,https://www.powerflex.com,GPS,37.2530628,-121.9003527,2025-05-12,184091,2026-03-04 16:44:56 UTC,LG,,,2020-12-31,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,SCHOOL,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Del Mar High School,1224 Del Mar Ave,,San Jose,CA,95128,,833-479-7359,E,,Public - Credit card at all times,Outside of school hours,D Debit M V,,,,,22,,,POWERFLEX,https://www.powerflex.com,GPS,37.3055389,-121.9309891,2025-05-12,184092,2026-03-04 16:44:56 UTC,LG,,,2021-02-09,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,SCHOOL,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Blackford Learning Center,3800 Blackford Ave,,San Jose,CA,95117,,833-479-7359,E,,Public - Credit card at all times,Outside of school hours,D Debit M V,,,,,50,,,POWERFLEX,https://www.powerflex.com,GPS,37.3127636,-121.9694253,2025-05-12,184093,2026-03-04 16:44:56 UTC,LG,,,2020-12-31,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,SCHOOL,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Leigh High School,5210 Leigh Ave,,San Jose,CA,95124,,833-479-7359,E,,Public - Credit card at all times,Outside of school hours,D Debit M V,,,,,48,,,POWERFLEX,https://www.powerflex.com,GPS,37.241732,-121.9215079,2025-05-12,184094,2026-03-04 16:44:56 UTC,LG,,,2020-12-31,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,SCHOOL,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,EVsmart - BGE - Drumcastle,6401 York Rd,,Baltimore,MD,21212,,844-798-2438,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,4,4,,SWTCH,https://swtchenergy.com,GPS,39.3729357,-76.6095312,2026-01-13,184190,2026-02-02 23:16:24 UTC,P,,,2025-07-09,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,OTHER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,SLAC - B041 - Level 2,2575 Sandhill Rd,,Menlo Park,CA,94025,,,E,,Public - Government only,Contact station for availability,A D M V,,,,,16,,,Non-Networked,,GPS,37.419875,-122.206042,2025-12-12,184562,2026-02-02 23:16:24 UTC,FG,8,U.S. Department of Energy,2021-01-15,,,,,J1772,US,,,,Public - Réservé au gouvernement,,public,GOVERNMENT,DOE,FED_GOV,,,,,,,,,,,,,,,,,true,,,,,,,,LD,true,
ELEC,EVsmart - BGE - Sollers Point,325 Sollers Point Rd,,Dundalk,MD,21222,,844-798-2438,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,4,4,,SWTCH,https://swtchenergy.com,GPS,39.2437608,-76.5077294,2026-01-13,184910,2026-02-02 23:16:24 UTC,P,,,2025-07-09,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARK,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Lynbrook High School,1280 Johnson Ave,,San Jose,CA,95129,,833-479-7359,E,,Public - Credit card at all times,24 hours daily; students and staff only,ANDROID_PAY APPLE_PAY D Debit M V,,,,,18,4,,POWERFLEX,https://www.powerflex.com,GPS,37.3001763575569,-122.006161746032,2024-09-12,184977,2026-03-04 16:44:56 UTC,LG,,,2020-09-30,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,SCHOOL,,,,,,,$0.30 per kWh,,,,,,,,,,true,,,,,,,,LD,true,
ELEC,Caltrans Maintenance Station - Kettleman City,32169 Brown St,,Kettleman City,CA,93239,,916-654-2852,E,,Public,24 hours daily,,,,,,,4,,Non-Networked,,GPS,36.005766,-119.959081,2024-01-09,184984,2025-09-08 15:23:49 UTC,P,,,2021-02-08,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,MOTOR_POOL,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Caltrans Maintenance Station - Delano,805 S Lexington St,,Delano,CA,93215,,916-654-2852,E,,Public,24 hours daily,,,,,,,4,,Non-Networked,,GPS,35.750048,-119.241088,2024-01-09,184997,2025-09-08 15:23:49 UTC,P,,,2021-02-08,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,MOTOR_POOL,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Caltrans District 6 Office,1283 N West Ave,,Fresno,CA,93728,,916-654-2852,E,,Public,24 hours daily,,,,,,,4,,Non-Networked,,GPS,36.75814,-119.827012,2024-01-09,185000,2025-09-08 15:23:49 UTC,P,,,2021-02-08,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Caltrans Maintenance Station - Madera,125 W Almond Ave,,Madera,CA,93637,,916-654-2852,E,,Public,24 hours daily,,,,,,,4,,Non-Networked,,GPS,36.945755,-120.057961,2024-01-09,185001,2025-09-08 15:23:49 UTC,P,,,2021-02-08,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,MOTOR_POOL,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Runde Chevrolet,780 IL-35,,East Dubuque,IL,61025,,815-827-6185,E,,Public,24 hours daily,,,,,1,2,,,Non-Networked,,GPS,42.497989,-90.6317,2025-12-12,185004,2026-02-02 23:16:24 UTC,P,,,2021-02-08,,,,,J1772 NEMA1450,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Allamakee-Clayton Electric Co-op,229 IA-51,,Postville,IA,52162,,563-864-7611,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,43.100538,-91.567388,2025-06-06,185005,2026-02-02 23:16:24 UTC,P,,,2021-02-08,,,,,J1772,US,,,,Public,,public,,,UTILITY,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Heartland Power Co-op,110 E Industrial Park Dr,,St. Ansgar,IA,54742,,641-584-2251,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,43.384434,-92.916484,2023-03-08,185006,2025-03-20 18:29:57 UTC,P,,,2021-02-08,,,,,J1772,US,,,,Public,,public,,,UTILITY,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Vernon Electric Co-op,110 Saugstad Rd,,Westby,WI,54667,,608-634-3121,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,43.668344,-90.844999,2026-01-13,185007,2026-02-02 23:16:24 UTC,P,,,2021-02-08,,,,,J1772,US,,,,Public,,public,,,UTILITY,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,People’s Energy Co-op,1775 Lake Shady Ave S,Located in the back of the parking lot,Oronoco,MN,55960,,507-367-7000,E,,Public,24 hours daily,,,,,,2,,,ZEFNET,https://www.zefenergy.com,GPS,44.145484,-92.535787,2025-12-12,185008,2026-02-02 23:16:24 UTC,P,,,2021-02-08,,,,,J1772,US,,,,Public,,public,,,UTILITY,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Pierce Pepin Co-op Services,W7725 US-10,,Ellsworth,WI,54011,,715-273-4355,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,44.730289,-92.518183,2026-01-13,185009,2026-02-02 23:16:24 UTC,P,,,2021-02-08,,,,,J1772,US,,,,Public,,public,,,UTILITY,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,St. Croix Electric Co-op,1925 Ridgeway St,,Hammond,WI,54015,,715-796-7000,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,44.963004,-92.439007,2023-12-13,185010,2025-12-15 14:22:08 UTC,P,,,2021-02-08,,,,,J1772,US,,,,Public,,public,,,UTILITY,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Eau Claire Energy Co-op,8214 US-12,,Fall Creek,WI,54742,,715-832-1603,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,44.787172,-91.371294,2026-01-13,185011,2026-02-02 23:16:24 UTC,P,,,2021-02-08,,,,,J1772,US,,,,Public,,public,,,UTILITY,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Central Wisconsin Electric Co-op,10401 Lystul Rd,,Rosholt,WI,54473,,715-677-2211,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,44.651807,-89.263176,2026-01-13,185012,2026-02-02 23:16:24 UTC,P,,,2021-02-08,,,,,J1772,US,,,,Public,,public,,,UTILITY,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,River County Convenience Store,26473 WI-27,,Holcombe,WI,54745,,715-595-4112,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,45.22733,-91.109815,2025-11-13,185013,2026-02-02 23:16:24 UTC,P,,,2021-02-08,,,,,J1772,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,Free; donations accepted,,,,,,,,,,false,,,,,,,,MD,false,
ELEC,American Birkebeiner Trailhead,14875 McNaught Rd,,Cable,WI,54821,,715-634-5025,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,46.193585,-91.257703,2025-12-12,185016,2026-02-02 23:16:24 UTC,P,,,2021-02-08,,,,,J1772,US,,,,Public,,public,,,REC_SPORTS_FACILITY,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Walloon Lake Public Lot,4078 M-75,,Walloon Lake,MI,49796,,231-535-2310,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,45.264183,-84.932411,2025-07-03,185018,2026-02-02 23:16:24 UTC,P,,,2021-02-08,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,North Central Michigan College - Library,1515 Howard St,,Petoskey,MI,49770,,888-298-6605,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,45.361382,-84.954296,2025-07-03,185019,2026-02-02 23:16:24 UTC,P,,,2021-02-08,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,CBS Solar,16880 Front St,,Copemish,MI,49625,,231-378-2936,E,,Public,24 hours daily,,,,,,4,,,Non-Networked,,GPS,44.481482,-85.924934,2025-07-03,185021,2026-02-02 23:16:24 UTC,P,,,2021-02-08,,,,,J1772 TESLA,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Watson Ludington Chrysler,3632 W US-10,,Ludington,MI,49431,,231-239-6355,E,,Public,Dealership business hours; for customers only,,,,,,1,,,Non-Networked,,GPS,43.956754,-86.370653,2025-08-12,185023,2026-02-02 23:16:24 UTC,P,,,2021-02-08,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Great Lakes Energy Co-Op,2183 N Water Rd,,Hart,MI,49420,,888-485-2537,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,43.684125,-86.364254,2025-07-03,185025,2026-02-02 23:16:24 UTC,P,,,2021-02-08,,,,,J1772,US,,,,Public,,public,,,UTILITY,,,,,,,$0.14 per kWh,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Muskegon Innovation Hub at Grand Valley State University,200 Viridian Dr,,Muskegon,MI,49440,,616-331-6900,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,43.241798,-86.252835,2025-07-03,185027,2026-02-02 23:16:24 UTC,P,,,2021-02-08,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Graff Chevrolet,3636 Wilder Rd,,Bay City,MI,48706,,989-391-5231,E,,Public,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,43.623042,-83.908028,2025-07-03,185028,2026-02-02 23:16:24 UTC,P,,,2021-02-08,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Thelen Audi Volkswagen Mazda,1112 N Euclid Ave,,Bay City,MI,48706,,989-684-2980,E,,Public,Dealership business hours; dealership use only,,,,,,2,,,Non-Networked,,GPS,43.616183,-83.913952,2025-08-12,185030,2026-02-02 23:16:24 UTC,P,,,2021-02-08,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Showcase Mitsubishi,1242 S Euclid Ave,,Bay City,MI,48706,,989-684-0500,E,,Public,Dealership business hours,,,,,,3,,,Non-Networked,,GPS,43.587926,-83.916298,2025-07-03,185031,2026-02-02 23:16:24 UTC,P,,,2021-02-08,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Cork ’N’ Ale,1607 E Patrick Rd,,Midland,MI,48642,,989-835-3333,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,43.612484,-84.208593,2025-07-03,185032,2026-02-02 23:16:24 UTC,P,,,2021-02-08,,,,,J1772,US,,,,Public,,public,,,OTHER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,The H Hotel,111 W Main St,,Midland,MI,48640,,989-839-0500,E,,Public,24 hours daily; for customer use only,,,,,,1,,,Non-Networked,,GPS,43.612944,-84.246214,2025-06-06,185033,2026-02-02 23:16:24 UTC,P,,,2021-02-08,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Cole’s Wrecker Service & Garage,323 W Saginaw Rd,,Sanford,MI,48657,,989-442-6537,E,,Public,24 hours daily; by appointment only,,,,,,1,,,Non-Networked,,GPS,43.672109,-84.381557,2025-07-03,185036,2026-02-02 23:16:24 UTC,P,,,2021-02-08,,,,,J1772,US,,,,Public,,public,,,AUTO_REPAIR,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Consumers Energy Co,1 Consumers Energy Pkwy,,Clare,MI,48617,,800-477-0490,E,,Public,24 hours daily,,,,,,4,,,Non-Networked,,GPS,43.845482,-84.758765,2025-08-12,185037,2026-02-02 23:16:24 UTC,P,,,2021-02-08,,,,,J1772,US,,,,Public,,public,,,UTILITY,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Great Lakes Energy Co-Op,4493 S 200th Ave,,Reed City,MI,49677,,888-485-2537,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,43.879042,-85.483829,2025-07-03,185038,2026-02-02 23:16:24 UTC,P,,,2021-02-08,,,,,J1772,US,,,,Public,,public,,,UTILITY,,,,,,,$0.14 per kWh,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Team 1 Plastics,927 Elliott St,,Albion,MI,49224,,517-629-2178,E,,Public,24 hours daily; customers and employees only,,,,,,2,,,Non-Networked,,GPS,42.256113,-84.778993,2025-08-12,185039,2026-02-02 23:16:24 UTC,P,,,2021-02-08,,,,,J1772,US,,,,Public,,public,,,FACTORY,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,true,
ELEC,Home2 Suites by Hilton - Battle Creek,13350 6 1/2 Mile Rd,,Battle Creek,MI,49014,,269-883-8300,E,,Public,24 hours daily; for customer use only,,,,,,4,,,Non-Networked,,GPS,42.267575,-85.168899,2024-10-11,185071,2025-02-12 00:16:32 UTC,P,,,2021-02-08,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Best Western Dewitt,1055 Aaron Dr,,Dewitt,MI,48820,,517-374-0000,E,,Public,24 hours daily; for customer use only,,,,,,1,,,Non-Networked,,GPS,42.810741,-84.544336,2025-06-06,185072,2026-02-02 23:16:24 UTC,P,,,2021-02-08,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,The Heights at Eastwood,2415 Showtime Dr,Inside gated parking ramp,Lansing,MI,48912,,517-316-9209,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,42.767855,-84.515519,2025-09-12,185073,2026-02-02 23:16:24 UTC,P,,,2021-02-08,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,CAE Inc,10087 Industrial Dr,,Township of Hamburg,MI,48189,,810-599-3136,E,,Public,24 hours daily,,,,,,5,,,Non-Networked,,GPS,42.454892,-83.791451,2023-06-12,185075,2025-10-09 16:29:25 UTC,P,,,2021-02-08,,,,,J1772 TESLA,US,,,,Public,,public,,,OTHER,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Serra Ford,39300 W 10 Mile Rd,,Farmington Hills,MI,48335,,248-474-1234,E,,Public,Dealership business hours; for customer and service center use only,,,,,,2,,,Non-Networked,,GPS,42.46901,-83.433646,2025-07-03,185078,2026-02-02 23:16:24 UTC,P,,,2017-01-01,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Residence Inn by Marriott Detroit Farmington Hills,33163 Hamilton Ct,,Farmington Hills,MI,48334,,248-516-1201,E,,Public,24 hours daily; for customer use only,,,,,,7,,,Non-Networked,,GPS,42.496216,-83.376223,2025-06-06,185081,2026-02-02 23:16:24 UTC,P,,,2021-02-08,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Courtyard by Marriott - Detroit Farmington Hills,33043 Hamilton Ct,,Farmington Hills,MI,48334,,248-516-1400,E,,Public,24 hours daily; for customer use only,,,,,,3,,,Non-Networked,,GPS,42.49602,-83.373856,2025-06-06,185082,2026-02-02 23:16:24 UTC,P,,,2021-02-08,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,
